,NAME,COVER,STORYLINE
541,日月人鱼,,"这是一个属于国王和王后的年代, 电影讲述了发生在美人鱼和路易十四国王之间一段独一无二的奇幻故事……法国, 路易十四建立起了强大的太阳帝国, 却只有一个低能儿的王子可以继承他的王位. 对于未来忧心忡忡的他, 经多方探访得知获得美人鱼的力量可以获得生命的永恒，确保王位的稳固。他派出得力干将伊夫斯,带领法国海军出海苦苦搜捕，终于抓得一只美人鱼,并带回凡尔赛宫软禁。与此同时, 美丽天真的女孩子玛丽.约瑟夫, 被人从海边修道院送入了皇宫。她其实是路易十四与最心爱的情妇的私生女,为了解决一笔战争欠款路易十四为她安排了一场联姻。初到皇室的玛丽对一切阴谋一无所知, 却邂逅了被禁皇宫的美人鱼并和她成为了好友，并逐渐爱上了看守美人鱼的军官伊夫斯。随着玛丽和美人鱼之间的关系越来越紧密, 玛丽决定反抗父亲, 冒着失去生命和自由的危险, 救出她的朋友…"
542,小美人鱼,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2208998048.jpg,由环球和Working Title公司联合制作的真人版《小美人鱼》（The Little Mermaid）最近又失去了它的导演——索菲亚·科波拉（Sofia Coppola）。这部根据安徒生（Hans Christian Andersen）经典童话《海的女儿》改编的电影迄今已经先后失去两位导演，在科波拉之前，还有英国导演乔·怀特（Joe Wright）。
543,我的姐姐是杀手,,喜剧电影《我的姐姐是杀手》宣布7月31日开机，曝光概念海报。电影讲述了一对性格迥异的姐弟，因一场阴差阳错的暗杀，开启啼笑皆非的追凶故事，领衔主演文松、代乐乐“姐弟式”掐架引欢乐。
544,全然降服,,Absolute Surrender follows the life of famed runner Eric Liddell after the 1924 Olympics as he becomes a missionary in China and eventually in a Japanese internment camp at the end of World War II.
545,The House on the Edge of the Park Part II,,"After thirty years at the mercy of a brutal Warden in Sing Sing prison, Ricky is released and returns to the old garage in New York City. Desperate for a place to belong, he falls in with a dangerous sociopath named The Poet and his blood thirsty girlfriend Muriel. But the memories of Ricky's old friend Alex continue to haunt him."
546,痒神来了,,轻夫妇何立与陆曼遭遇七年之痒彼此都觉得自己为家庭牺牲太多而争吵不断。这天，一名自称“痒神”的奇
547,止罪海,,
548,未命名幻影猫外传,,有消息称《死侍》导演提姆·米勒正在开发《X战警》成员幻影猫凯蒂·普莱德（Kitty Pryde）的独立电影，并且有可能亲自指导。
549,险恶六人组,,漫画中六人帮在不同宇宙有不同的成员，不过目前于电影中出镜的是章鱼博士、电光人、沙人、小绿魔、犀牛人、毒液。
550,古剑千古情,,
551,Payne & Redemption,,"The story of ""Payne & Redemption"" surrounds the psychological trauma endured by the film's main character, a weathered New York Detective, and his journey to seek redemption, after having to deal with a long line of traumatic incidents that have occurred in his recent life. Written by Fergle Gibson"
552,第七次爱上你,,事业有成的程飞在失去前女友丁小彤后遭遇了一场飞来横祸，随着程飞生命的终结，他的另一个人生却拉开了序幕，然而事情并没有按照剧本应有的轨迹发展，一个怪博士的出现，一个机器人的身份，让程飞发现他的世界远比他想象的更加复杂，程飞将面对的到底是真还是假，是真爱还是赎罪？
553,飞侠哥顿,,朱利叶斯·艾弗里(《霸王行动》《枪之子》)将执导福斯打造的新版《飞侠哥顿》电影，2015年福斯曾与马修·沃恩商谈执导，沃恩现在将担任制片人。
554,汉尼拔将军,,本片的主角汉尼拔与那位食人魔毫无关联，片中的汉尼拔是一位北非古国迦太基的名将，曾率领军队，不顾恶劣的天气和险峻的地形，成功翻越阿尔卑斯山进入意大利北部，随后击溃罗马人，立下赫赫战功。
555,Cranium Intel: Magnetism X.3,,
556,宫门口胡同二条,,下岗后的康海鸥与多年未曾谋面的儿子葛阿兰共同创业，专为病人家属提供胡同
557,纸花,,金喜善将出演安圣基主演，高勋执导的新片[纸花](종이꽃，暂译)，本片也是金喜善暌违大银幕15年后的全新作品。影片故事围绕济州岛一个女人的一生展开。预计明年展开拍摄。
558,木兰特工,,电影《木兰特工》是集动作、爱情、悬疑于一身的大制作电影。故事讲述了五位各怀绝技、出身地下世界的亚裔女孩，受世界安全组织委派组成“木兰特工”小组，凭借高超的智慧与非凡的身手，战胜了以生化武器威胁世界的国际恐怖组织，使全体亚洲儿童免受了一场巨大疫毒灾难的侵袭。作为国内罕有的、以年轻女性担纲主角的动作悬疑影片，《木兰特工》致力打造“亚洲版霹雳娇娃”，将好莱坞经典的科幻动作元素与现代东方女性乐观、善良、独立的人物形象完美融合，为观众奉上耳目一新的视听盛宴。
559,Sher,,story of a Don based in 70s Gujarat.
560,Hump,,
561,大红包,,男主陈重的前女友杜莹劈腿傍大款，两人的分手在公司闹得沸沸扬扬，颜面扫地
562,爵迹2,,为了完成前六度王爵西流尔的遗愿，鬼山莲泉、银尘、麒零、天束幽花四人决定一起前往，解救被白银祭司封印的前一度王爵吉尔伽美什。而当四人克服重重阻碍赶到囚禁之地，却不幸遇上白银祭司派出的最强杀手阵容：幽冥、特蕾娅、漆拉，一场正面交锋在所难免，整个亚斯蓝帝国最阴暗的秘密也将逐渐浮出水面。
563,雁侠行,,
564,我们已婚,,故事设定在20世纪70年代，讲述一名已婚女子Mary因与邻居发生婚外情后结束了自己婚姻，在原本平静保守的小镇和街道掀起了风暴。
565,光荣日,,"2011年，韩寒作品将有四部电影开拍。其中包括关锦鹏导演的《他的国》，侯咏导演的《长安乱》和《光荣日》。路金波对此明确表示：“《长安乱》和《光荣日》已经进入电影的筹拍阶段。观众最快明年就能看到了。 至于版权费的收入,路金波表示每部都在百八十万。"
566,犬父,,一个少年在父亲去世后在城市流浪，遇到了一条狗，他觉得这条狗很像他的父亲。
567,重力反转,,故事讲述一名美国人和一位中国物理学家，共同争分夺秒拯救地球的故事。地球突然失去了重力，突然面对如此灾难，各国的顶尖科学家也为之手足无措，唯一的希望却寄托在一个来自中国物理学家和一个美国人身上。
568,单身派对,,"Just after she was left at the altar, a young schoolteacher is tasked with handling her cousin's bachelorette party. Making matters worse is the fact that her cousin is marrying her best male friend."
569,捉妖记外传,,#戛纳电影节#安乐老板江志强接受新浪娱乐专访时透露，《捉妖记》将开拍以梁朝伟角色为故事主线的外传电影，目前梁朝伟已经签约，剧本还在制作中，具体什么时候开拍得看导演许诚毅的时间。
570,好味之魂,,
571,IQ 83,,曾创作出[傀儡人生]和[纽约提喻法]的“鬼才编剧”查理·考夫曼，日前有了新的动向，据Deadline.com报道，考夫曼将受派拉蒙之邀改编亚瑟·赫尔佐格的经典科幻小说《IQ83》，小说里一种会降低人们智商的病毒肆虐人间。此外，故事主角、科学家们的领袖詹姆斯博士将会由史蒂夫·卡瑞尔出演。
572,堕落人鱼,,一条美人鱼从太平洋上被撕裂，尾巴被切掉，她被扔进了一个精神病院，在那里没有人相信她是美人鱼。
573,女福尔摩斯,,当母亲在自己十六岁生日那天神秘失踪后，伊诺拉·福尔摩斯向她的哥哥麦考夫和大名鼎鼎的神探夏洛克寻求帮助。但伊诺拉很快意识到，相较于侦破案件，这两人更愿意将她送到寄宿学校。于是伊诺拉做了一个聪明伶俐、足智多谋、无所畏惧的，19世纪80年代年轻女性唯一能做的举动——她逃到了伦敦。在那里，她开始了自己非凡的破案生涯，且总是能比神探夏洛克领先一步。
574,忍者神龟3,,派拉蒙将打造第三部《忍者神龟》电影！这是忍者神龟系列继2016年《忍者神龟2：破影而出》严重扑街之后，再出续作，不禁让人为它捏了一把汗。前两部分别于2014和2016年上映，全球票房分别为4.93亿、2.46亿，烂番茄新鲜度分别为22%和37%。这惨不忍睹的票房和口碑让参与过两部电影制作的安德鲁·福姆都在采访中表示派拉蒙绝对不会再拍第三部，因为风险实在太高了。据悉，本次自打脸重出江湖的派拉蒙为第三部《忍者神龟》找来了喜剧片《脏话》的编剧安德鲁·道奇撰写剧本。与前两部一样，还是由迈克尔·贝负责制片。
575,怪形动物,,
576,天国罗曼史,,嘉映影业2016项目，《少女时代》监制再造少女心，逗比高富帅撞上中二呆萌女，中韩联手打造2016最暖爱情。
577,阴阳魔界,,华纳要再翻拍一次名剧《阴阳魔界》，由莱昂纳多·迪卡普里奥的亚壁古道公司（Appian Way）参与制作，小李亲自担任制片人。目前，导演已选定执导过《创：战纪》、《遗落战境》的约瑟夫·科金斯基，艾伦·伊莱·考雷特（《英雄》《神秘之河》）担任编剧。目前，影片演员，开拍及上映日期均未确定。
578,牌皇,,20世纪福克斯想要拍“X战警”外传电影《牌王》（Gambit）早已不是秘密，而这一角色的人选也很早就被锁定在了钱宁·塔图姆（Channing Tatum）的身上。今天《X战警》系列的制片人劳伦·多娜（Lauren Shuler Donner）向《Total Film》证实，在她心目中钱宁就是“牌王”的完美人选。
579,Rate Your Stay,,
580,The Au Pair,,"A young woman takes a summer job as the nanny for a child who hasn't spoken for months, seemingly haunted by a horrifying presence."
581,神奇女侠1984,,TheWrap爆料，据Screenrant消息，[神奇女侠2]故事背景将设置在上世纪80年代美苏冷战时期，戴安娜的对手来自苏联！此外有消息称，华纳准备在续集中为克里斯·派恩保留一个位子。在首部结尾派恩饰演的女侠恋人史蒂夫已经死去，史蒂夫究竟会以何种面貌回归实在让人好奇。目前续集剧本正在撰写中。
582,749局,,电影《749局》是导演陆川编剧并执导的最新力作，讲述了一个少年成长冒险的热血故事。影片灵感源于导演陆川军校毕业后在749局的工作经历，有着悬疑紧张的冒险故事，热血澎湃的动作场面，少年成长的故事内核，以及浪漫的情节元素，并集结了一批国内演技出众的青年演员，是一部商业类型与情感元素并重的影片，也是他致敬自己少年和那一代人的一部少年气十足的作品。
583,白蛇,,严歌苓编剧，导演陈凯歌新片《白蛇》，2018年开机 。小说《白蛇》讲的是一个女反串“许仙”的戏曲演员与她的“白娘子”纠缠的情感故事。
584,丁丁历险记2：太阳的囚徒,,影片故事来源于《七个水晶球》和《太阳的囚徒》，这是两段连续的冒险故事，发生在南美洲的秘鲁。前者充满悬念和神秘色彩，讲述了一支七人欧洲探险队发现了印加王的坟墓，并把他的木乃伊带了回来，但不久后印加王可怕的诅咒便逐一降临到他们头上。为阻止事态继续恶化，丁丁和船长来到了南美洲；而后者则着重在精彩的探险，丁丁他们在当地向导Zorrino的带领下，踏上了寻找太阳神殿的旅程。
585,Untitled Tom Hardy Outlaw Biker Project,,A Vietnam veteran returns home to San Francisco and transformers himself into the leader of California's most notorious biker club.
586,Limbo,,"Set in a large American city in the near future, the Exorcist Corporation, led by a vain commander, sends elite armed exorcists into purgatory to kill ghosts, preventing them from returning to the world of the living."
